text,label,tag
韓国酵素,OK,약기법_솔루션_로그
韓国酵素インナーケア,OK,약기법_솔루션_로그
酵素サプリ,OK,약기법_솔루션_로그
美肌,NG,약기법_솔루션_로그
完全栄養食品,OK,약기법_솔루션_로그
これが最後だと思うよ？,OK,약기법_솔루션_로그
歴代最高67%,NG,약기법_솔루션_로그
歴代最高67,OK,약기법_솔루션_로그
プロテアーゼ,OK,약기법_솔루션_로그
韓国ダイエット,OK,약기법_솔루션_로그
"冬にも油断できない！
罪悪感のない軽い日々を
ゼニスカルファットアウトブルー",OK,약기법_솔루션_로그
"お酢が口に合わない？
初心者でも安心！
自然発酵したリンゴ酢に
健康な甘みを付けた
リアルビネアサビフィット",OK,약기법_솔루션_로그
"そのリンゴ酢本当に効果ある？
2160時間自然発酵した
リアルアップルサイダービネガー100％",OK,약기법_솔루션_로그
"冬にも油断できない！
罪悪感のない軽い日々を守る
ゼニスカルファットアウトブルー",NG,약기법_솔루션_로그
"手軽に摂取できる
高純度
グルタチオン",OK,약기법_솔루션_로그
"カロリーを気にせず
美味しく飲みたいあなたへ
アップルサイダービネガー
コンブチャ",OK,약기법_솔루션_로그
"満腹感が消えない時は
消化酵素でしっかり分解して吸収！
乳酸菌で発酵したプレミアム穀物酵素",OK,약기법_솔루션_로그
"体が軽くなる習慣
コーラの代わりにコレ！
＃炭水化物カット
＃体脂肪アウト",NG,약기법_솔루션_로그
"これ飲んでから口臭の悩みがなくなった！
飴みたいに舐めるだけ
口内の悪玉菌までケアできる",NG,약기법_솔루션_로그
"Qoo10人気商品
美容サプリ
美肌サポート
3+1イベント特価",OK,약기법_솔루션_로그
"新発売
ゲレードアップ
美容サプリ",OK,약기법_솔루션_로그
"新発売
グレードアップ
美容サプリ",OK,약기법_솔루션_로그
"ランキング１位
美肌の秘訣
ホワイトーンロゼンジ",NG,약기법_솔루션_로그
韓国で流行する乳酸菌,OK,약기법_솔루션_로그
55%割引実施中！,OK,약기법_솔루션_로그
年末最後の割引,OK,약기법_솔루션_로그
女性力を高めてくれるでしょう！,NG,약기법_솔루션_로그
女性力ゲット！,OK,약기법_솔루션_로그
今がチャンス！,OK,약기법_솔루션_로그
肌荒れ,NG,약기법_솔루션_로그
メガ割67%割引！,OK,약기법_솔루션_로그
女性の膣に由来する乳酸菌,OK,약기법_솔루션_로그
体脂肪まで,OK,약기법_솔루션_로그
血糖管理,NG,약기법_솔루션_로그
特許消化酵素,OK,약기법_솔루션_로그
特許酵素,OK,약기법_솔루션_로그
体脂肪減少まで確実に,NG,약기법_솔루션_로그
体脂肪まで確実に,OK,약기법_솔루션_로그
体脂肪管理まで確実に,OK,약기법_솔루션_로그
体脂肪down,OK,약기법_솔루션_로그
体重管理特許,OK,약기법_솔루션_로그
血糖ダイエット,NG,약기법_솔루션_로그
血糖値ダイエット,NG,약기법_솔루션_로그
血糖管理ダイエット,NG,약기법_솔루션_로그
血糖・体脂肪・食欲,OK,약기법_솔루션_로그
血糖数値,NG,약기법_솔루션_로그
血糖,NG,약기법_솔루션_로그
抗酸化,NG,약기법_솔루션_로그
つや肌,OK,약기법_솔루션_로그
充電,OK,약기법_솔루션_로그
肌荒れケア,NG,약기법_솔루션_로그
敏感肌も平気い,OK,약기법_솔루션_로그
肌のツヤと活気,NG,약기법_솔루션_로그
肌を楽に,OK,약기법_솔루션_로그
肌がくすんで顔色の改善,NG,약기법_솔루션_로그
素肌,NG,약기법_솔루션_로그
ｐｍｓの不調,NG,약기법_솔루션_로그
たるみ,NG,약기법_솔루션_로그
くすみ,OK,약기법_솔루션_로그
血糖ゼロ,OK,약기법_솔루션_로그
pms,OK,약기법_솔루션_로그
pms緩和,NG,약기법_솔루션_로그
緩和,NG,약기법_솔루션_로그
膣ケア,NG,약기법_솔루션_로그
膣,OK,약기법_솔루션_로그
健康,OK,약기법_솔루션_로그
健康肌,OK,약기법_솔루션_로그
膣健康,OK,약기법_솔루션_로그
レベルアップ,OK,약기법_솔루션_로그
助け,OK,약기법_솔루션_로그
手助け,OK,약기법_솔루션_로그
アップグレード,OK,약기법_솔루션_로그
生理痛原因物質DOWN,NG,약기법_솔루션_로그
"生理痛
原因物質
DOWN",OK,약기법_솔루션_로그
酸化防止,OK,약기법_솔루션_로그
肌の健康管理,OK,약기법_솔루션_로그
"肌の
健康管理",OK,약기법_솔루션_로그
免疫性,NG,약기법_솔루션_로그
老化防止,NG,약기법_솔루션_로그
老化,NG,약기법_솔루션_로그
酸化,OK,약기법_솔루션_로그
１錠,OK,약기법_솔루션_로그
"健康のために飲み続けてる紅参エキス！
私はラテに入れて飲むのがおススメです
これを飲んでから、体が軽くなって朝の目覚めが良くなりました☆",NG,약기법_솔루션_로그
"健康のために飲み続けてる紅参エキス！
私はラテに入れて飲むのがおススメです
これを飲んでから、体が軽くなって朝の目覚めが良くなった気がします",NG,약기법_솔루션_로그
"健康のために飲み続けてる紅参エキス！
私はラテに入れて飲むのがおススメです
体が軽くなって朝の目覚めが良くなった気がします",OK,약기법_솔루션_로그
穀物由来酵素でやさしい消化、軽いお腹ケア。詳しくはQoo10で公式発売中    韓国No.1女優イ・ヨンエXソウル大学が開発した健康食ブランド「イ・ヨンエの健康美食」がついにQoo10上陸！詳しくはQoo10公式まで,OK,약기법_솔루션_로그
韓国で一億包販売突破,OK,약기법_솔루션_로그
"パティオンノスカナイン
トラブル肌に最適化したケア
目立つ毛穴向けセラム
トラブル肌用毛穴ハリケアセラム
FATION
NOSCA9
ENHANCING
PORE
SERUM
Nano-retinal
RXComplexTM
m1/1.01fl.oz.
Vol.:30
skin
For: Sensitive
tested
Dermatologist
PHARM.
DONG-A",OK,약기법_솔루션_로그
"BEFOREAFTER
本商品を使用した1週間後、
バタフライゾーンの毛穴の面積、数、深さ、密度の改善に対するヒト臨床試験
/韓国皮膚科学研究院/2024.05.17-2024.06.2021人
POINT01
ぽっこり窪んだ毛穴
奥からぎゅっと引き締めるセラム
POINT02
一番目立つ
バタフライゾーンの5つの毛穴を改善
[横長/縦長/斜め/ピーナッツ型/ゴマ型毛穴
POINT03
もっと大きくならないように
余分な皮脂を-36.3%改善",NG,약기법_솔루션_로그
"2
一緒に使うともっと効果的な
ノスカナイン毛穴ハリケア
ノスカナイン毛穴ハリケアセラム
ノスカナイン毛穴ハリケアクリーム
Vol.:48ml/1.52fl.oz
ComplexTM
Nano-retinal
For:SensitiveskinDermatologisttested
RX
+
NOSCA9
PORE
ENHANCING
+ATION
+FATION
CREAM
DONG-APHARM.
PORENOSCA9
SERUMENHANCING
Nano-retinal
RX Complex
Vol.:30
ml/1.101
For:Sensitive skin
Dermatologist tested
DONG-A
PHARM",NG,약기법_솔루션_로그
"1)敏感、刺激、乾燥、肌荒れなどのトラブル肌
2)バタフライゾーン5つの毛穴(/タフライゾーンの縦長の毛穴,
バタフライゾーンの横長の毛穴、バタフライゾーンの対角線の毛穴、バタフライゾーンピーナッツの毛穴、
バタフライゾーンのダークニング(ゴマ型毛穴)に対するヒト臨床試験P&K皮膚臨床研究センター/2024.05.27-2024.06.19/22人
3)パティオン ノスカナイントラフルセラム商品のオリーブヤングスキンケア販売ランキング基準(基準日 : 2024.03.03)
4)肌のTape Stripping20回を意味する。20層の肌の保湿に対するヒト臨床試験
(ナノーレチナールRXコンプレックス原料のバクチオール同量比較試験基準)
/韓国皮膚科学研究院/2024.05.21-2024.06.14/21人/原料的特性に限る
5)肌の保湿(ナノーレチナールR)コンプレックス原料のバクチール同量比較試験基準)
及び毛穴の数(ナノーレチナールR)コンプレックス原料のバクチオーール同量比較試験基準)改善に対するヒト臨床試験
/韓国皮膚科学研究院/2024.05.21-2024.06.14/21人/原料的特性に限る
トラブルケア1位パティオン
なぜ毛穴ハリケアに注目すべき?
鎮静させただけなのに、ふと鏡を見ると
バタフライゾーンの毛穴が大きくなっていてびっくりしました
油分の多いトラブル肌だからか、
毛穴がもっと広がっているように見えます(/)
できる前に毛穴のハリをケアしたいですが、
トラブル肌用がありません。
FATION
FATIONFATION
NOSCA9
FATIONPORE ENHANCINGFATION
SERUM
ENHANCING
Namo Tetimal
30ml/1.01 n.
DONG-A PHARM.DONG-A-PHARM
2023.09トラブル肌用毛穴のハリに関するフォーカ.スグループ·ディスカッション(FGD)の結果
トラブル'肌に長年悩んだ開発者が
1年かけて準備した
毛穴ハリケアプロジェクト
COSMAX
トラブル""の最終地点、毛穴ハリケアまで!
パティオン ノスカナインが解決します",OK,약기법_솔루션_로그
"トラブルがしつこく繰り返され、
深くぽっこり窪んだ毛穴
20層""の深いところまでしっかりケア
ノスカナイントラブル肌用毛穴ハリケア
ヘパリンRXコンプレックスTM
トラブル1 肌の鎮静に核となる特許成分
高純度ペプチド
コラーゲンの合成促進
95%の高純度ペプチドFATION
PORENOSCA9
ナノーレチナールRXコンプレックスTM
SERUM
ENHANCING
RX
高効能の毛穴ハリケア5)の核となる特許成分
Nano-retinal
ComplexTM
Vol.:30ml/1.01
For:Sensitive
Dermatologistskin
tested
〃
DONG-A
リンゴ果実エキス
PHARM.",NG,약기법_솔루션_로그
"1毛穴ハリケア最適化された成分設計
「レチナール+セラミド/コレステロール/脂肪酸」
セラミド/コレステロール/脂肪酸でレチナールを包んでお肌の
毛穴にハリを与える効果を発揮
2ナノ粒子化で奥深くまで
深い毛穴まで効果的に吸収されるよう、
東亜製薬「ナノ粒子化」の特許技術*を適用
3敏感肌のための毛穴ハリケア成分「レチナール」
肌への吸収変化過程が少ない「レチナール」成分で刺激を減らし、
肌のバリアケアの効果はUP!
バクチオールに比べ、173%効果的な毛穴ハリケア5
バクチオールより強力な効能で毛穴の数を圧倒的に改善",NG,약기법_솔루션_로그
"適量を取ってローリングした後、
軽くたたいて吸収させてくだすぁい。
もう一度重ね塗りすると、
しっとりとした内側からの
保湿&肌のキメのケアに役立ちます。
FAQ.
トラブル肌にしか使えませんか?
トラブル肌だけでなく
普段毛穴ケアにお悩みの
脂性肌&混合肌の方にも適しています。
Q敏感肌&ニキビ肌ですが、使えますか?",OK,약기법_솔루션_로그
"皮脂分泌を抑える特許成分
*原料的特性に限る
毛穴ハリケアに高い効能を示す東亜製薬の特許技術
#ナノーレチナールRXコンプレックスTM
レチナール/セラミド/コレステロール/脂肪酸
特許出願(10-2022-0183584)
セラミド/コレステロール/脂肪酸
レチナール
1層
10層
20層",NG,약기법_솔루션_로그
"トラブル専門家パティオンにお任せください。
脂性肌&混合肌
満足度100%
トラブル肌に合った使用感の満足度100%
バタフライゾーン
部位の内側からの保湿性改善に役立ちます。100%
バタフライゾーン
部位の内側からのハリ改善に役立ちます。100%
FATION
DONG-A PHARM.
目に見える効果
ヒト臨床試験済み
奥深くから満たし、
ぽっこり窪んだ毛穴を改善
使用前使用1週間後
使用前使用1週間後
毛穴の数14.6%
20.5%
20.5%減
1回使用の直後使用1週間後
毛穴の面積18.4%
25.9%
25.9%減
1回使用の直後使用1週間後
毛穴の深さ6.4%
8.0%
8.0%減
1回使用の直後使用1週間後
毛穴の密度15.3%
21.7%
21.7%減
1回使用の直後使用1週間後",NG,약기법_솔루션_로그
"使用1週間後バタフライゾーンの5つの毛穴(バタフライソーンの縦長の毛穴
バタフライゾーンの横長の毛穴、バタフライゾーンの対角線の毛穴、
バタフライゾーンピーナッツ型の毛穴、バタフライゾーンのダー-クニング(ゴマ型毛穴)に対するヒト臨床試験
/P&K皮膚臨床研究センター/2024.05.27 - 2024.06.19/22人
縦長&横長の毛穴
0
使用前使用1日後
対角線&ピーナッツ型毛穴
使用前使用1日後",NG,약기법_솔루션_로그
"(皮脂皴)
103.4
36.3%
83.2
減少
65.9
使用前使用1週間後使用2週間後
ニキビ肌の使用に適しています
テスト済み
使用前
使用2週間後",NG,약기법_솔루션_로그
敏感肌を対象とした皮膚への貼布による皮膚一次刺激性試験/2024.02.02-2024.03.0835人(個人差あり),OK,약기법_솔루션_로그
"バタフライゾーンの5つの毛穴を改善
使用前1日使用後
縦長の毛穴
余分な皮脂
ゴマ(ダークニング)毛穴縦長の毛穴
-16%
縦長の毛穴
色素沈着手の付けようがないハリの低下
-34%バタフライゾーン-13%
ゴマ(ダークニング)縦長の毛穴
毛穴
5つの毛穴を改善
ピーナッツ型毛穴対角線の毛穴
-29%
-55%対角線の毛穴
ピーナッツ型
毛穴
凸凹のたるみ毛穴ほうれい線の毛穴",NG,약기법_솔루션_로그
"ゴマ(ダークニング)毛穴
使用前使用1日後
使用1週間後、バタフライゾーンの5つの毛穴(バタフライゾーンの長の毛穴、
バタフライゾーンの横長の毛穴、バタフライゾーンの対角線の毛穴、
バタフライゾーンピーッツ型の毛穴、バタフライゾーンのタークニング(ゴマ型毛穴)に対するヒト臨床試験
/P&K皮膚臨床研究センタ-/2024.05.27-2024.06.19/22人
バタフライゾーンの凸凹肌
即効性のある改善
使用前1回使用の直後
余分な皮脂の改善",NG,약기법_솔루션_로그
"敏感肌への低刺激
一次刺激テスト済み
ヒト臨床試験の結果報告書
敏感肌を対象とした皮膚への貼布による
皮膚一次刺激性試験に対するヒト臨床試験
2.皮膚への貼布による皮膚一次刺激性試験の結果
被験者35人を対象にッチテストを行った結果は、以下の通りである(表5)
試験物質は、パッチを除去して30分、24時間、48時間経過した後、刺激が観察されなかった。
平均皮膚反応度は0.00で、判定基準により無刺激と判定された。
表5.パッチテストの結果
反応者反応度平均の
試驗物質名
数30分経過24時間経過48時間経過反応度
反応者反応度平均の
試験物質名
数30分経過24時間経過48時間経過反応度
クリーム00.00.00.00.00",OK,약기법_솔루션_로그
"水分セラムのようにしっとり吸収され、
べたつかず、さらっとした仕上がりになる剤形",OK,약기법_솔루션_로그
"本商品は敏感肌向け刺激性試験
(敏感肌の皮膚刺激指数0.00)と
ニキビ肌への使用の適合性試験済みで
敏感肌、ニキビ肌、両方に使えます。
Q朝や昼間でも使えますか?
本商品は、敏感肌、トラブル肌の方でも、
気軽にデイリーとして毛穴ケアができるものです。
朝、昼、夜、いつでも気軽にご利用いただけます。
朝ご使用になる場合、
日焼け止めを塗って紫外線をカットしてください。
この商品を塗った後、
日焼け止めを塗る必要がありますか?
朝や昼間に使用する場合、
紫外線を防ぐ日焼け止めと一緒に
使うとより効果的です。",OK,약기법_솔루션_로그
"Q顔全体に使ってもいいですか?
使用量は決まっていますか?
本商品は、敏感肌、トラブル肌の方でも、
気軽にお使いいただけるものです。
普段のスキンケアの使い方通りに適量を取り、
顔全体にまんべんなく塗って吸収させてください。
Qレチノール/ビタミン入りの商品と
一緒に使用しても大丈夫ですか?
パティオン毛穴ハリケアを単独で使うと、
刺激感はありませんがレチノールや
ビタミン含有商品とー緒に使用すると
刺激感がある場合がありますので、
腕の内側でテストしてから一緒に使用してください。
また、高含有量のレチノールやビタミン含有商品は、
夜間に使用することをおすすめします。",OK,약기법_솔루션_로그
弾力,OK,약기법_솔루션_로그
抵抗性,OK,약기법_솔루션_로그
紫外線抵抗性,NG,약기법_솔루션_로그
効果,OK,약기법_솔루션_로그
シナージ効果,OK,약기법_솔루션_로그
飲み続けたらより効果UP,OK,약기법_솔루션_로그
体重管理効果,NG,약기법_솔루션_로그
体重変化,OK,약기법_솔루션_로그
しわ変化,OK,약기법_솔루션_로그
しわ管理,NG,약기법_솔루션_로그
しわ,OK,약기법_솔루션_로그
シワ減少,NG,약기법_솔루션_로그
減少,OK,약기법_솔루션_로그
体重減少,NG,약기법_솔루션_로그
紫外線抵抗,NG,약기법_솔루션_로그
UV抵抗,NG,약기법_솔루션_로그
紫外線,OK,약기법_솔루션_로그
紫外線CUT,OK,약기법_솔루션_로그
しわの深さ,NG,약기법_솔루션_로그
肌の弾力,OK,약기법_솔루션_로그
２週間から,OK,약기법_솔루션_로그
２週間から変化,OK,약기법_솔루션_로그
紫外線から,OK,약기법_솔루션_로그
皮膚細胞生存率,OK,약기법_솔루션_로그
抗酸化,OK,약기법_솔루션_로그
サクセンダ,OK,약기법_솔루션_로그
"ただ甘いだけのデザート系プロテインは、もういらない。
たんぱく質特有のクセや粉っぽさも一切なし。
毎日飲みたくなる、美味しさにこだわったダイエットプロテイン。",NG,약기법_솔루션_로그
